tekst;kat
Undskyld mig, Ghita. Må jeg give dig nogle give lammere i maven?Tirsdag aften kan du møde skuespiller Danica Curcic, der blandt andet fortæller om sit samarbejde med Ghita Nørby i 'Stille hjerte'.;NORMAL
USA affyrede 59 missiler mod en syrisk militærbase.;NORMAL
USA svarer igen på giftgasangreb mod den syriske befolkning ??;NORMAL
USA vil ikke finde sig i, at Syrien tidligere på ugen brugte kemiske våben mod civile.;NORMAL
USA vil ikke finde sig i, at Syrien tidligere på ugen brugte kemiske våben mod civile. Følg udviklingen her.;NORMAL
Vandet fra to-liters flaskerne er solgt over hele landet og er ikke egnet til at drikke.;NORMAL
"Var det den rigtige beslutning af Donald Trump at angribe Assads luftvåben i Syrien?""Jeg er ikke tilhænger af krig, men jeg var lettet over, at nogen vil sætte en klar linje over for en diktator, som kun forstår magtens sprog."", siger den syriske læge Haifaa Awad om sine følelser fredag morgen, da Donald Trump havde angrebet syriske regeringsstyrker med krydsermissiler.  Se hele særudgaven af Debatten på DR TV her:";NORMAL
Var det noget for dig?;NORMAL
Ved midnatstid var branden under kontrol, men her til morgen er der stadig gang i efterslukningen. Når den er overstået, rykker politiets efterforskere ind i områdetl.;NORMAL
"Velbekomme :-)Nogle af Katinkas sange er nærmest ""blevet brækket op"".";NORMAL
"Velkommen til de uofficielle So Ein Ding - DR droneflyvningsmesterskaber.Nikolaj Sonne inviterer nogle af landets bedste ""piloter"" ind i DR for at flyve heftigt ræs gennem kontorlandskabet og kigger på forskellige droner.Se forpremieren på 'So ein Ding og dronerne' allerede nu eller kig med på mandag kl. 22.00 på DR2.";NORMAL
Venstre og Socialdemokratiet vil arbejde for at sætte en stopper for, at private danskeres overvågningskameraer bliver streamet på nettet.;NORMAL
"Verden ændrer sig hele tiden og det samme gør vores viden om den og syn på den. Hvornår har du oplevet, at historien - den store i verden eller den lille i dit eget liv - skulle ""skrives om""? Thomas&Katrine";TEMA
Vi bliver nødt til at holde op med at se succes som en given størrelsen, hvor hvis jeg får mere, så der der mindre til dig, siger Soulaima Gourani i Debatten - DR.Hun mener, at vi skal blive bedre til at værdsætte og blive motiverede af andre folks succes. Er du enig?;NORMAL
Vi er så stolte af vores østjyske kolleger hos DR Ultra!De har nemlig fået verdens fineste tv-pris, en Emmy, for programmet Ultras Sorte Kageshow. En lys idé om at slukke lyset, så sanserne bliver udfordret.Stort tillykke!;NORMAL
Vi glæder os til at give mikrofonen videre til fynske Julie Berthelsen alle hverdage efter kl. 10. Fra 1. maj er hun makker med Kasper Harboe på 'Formiddag på 4'eren'!;NORMAL
Vi har 4 x 2 billetter til forpremiere på Trekantområdets del af DR-serien Historien om Danmark. Det foregår på Kongernes Jelling onsdag den 12. april, og handler selvfølgelig om vikingetiden. Vil du have fingrene i et par billetter? Send en mail til trekanten@dr.dk og giv en begrundelse for, hvorfor det lige er DIG der skal af sted :-);NORMAL
Vi har her samlet tre af de vigtigste metoder i jagten på fortidsfundenes hemmeligheder.;TEMA
Vi har samlet et par fordele ved IKKE at bo i en hovedstad. Kan du hjælpe os med flere? ??Der var flere grunde til, det var København, der blev udråbt som hovedstad. Hvis det skulle have været en by her hos os, var det bedste bud Ribe. Men det er nok meget godt, det ikke blev sådan. ??;TEMA
Vi har selvfølgelig et sendetidspunkt meget snart!;NORMAL
Vi håber, din start på ugen bliver bedre end Bamses! ???? #børnetimeGod mandag ????;NORMAL
Vi kan ikke få armene ned! ?? Stort tillykke til Esbjerg ENERGY. ??;NORMAL
Vi skal blive ved med at grave i historien, for lige pludselig finder vi ud af, at Danmarks ældste lig i virkeligheden er en mand og ikke en kvinde, og at Egtved-pigen slet ikke var jydsk. ??  #HistorienOmDanmark;TEMA
Vi skal nok nuancere den tidlige danmarkshistorie lidt og sige, at der er konger før Gorm den Gamle, som vi kan blive klogere på ved at kigge nærmere på Erritsø, siger Christian Juel, der er arkæolog og museumsinspektør ved Vejle Museerne.;TEMA
Vi spurgte jer lyttere, hvor turen skulle gå hen, hvis vi fik et stort statsoverhoved på besøg i Nordjylland og har lavet denne guide. Lad os håbe, der snart kommer nogen forbi! ??;NORMAL
Vi synes jo, at alle i hele verden skal følge med i ’Skam’.??;NORMAL
Vi vidste jo ikke en skid om at lave biler.;NORMAL
Vi vidste jo ikke en skid om at lave biler.Casper Christenen og Frank Hvams nye film 'Dan Dream' tager afsæt i en virkelig historie om den danske elbil. Bliv klogere i denne webdok.;NORMAL
Video optaget af Daniel Rønnow af branden i Hedensted.;NORMAL
Vidste du det?At i Struer Kommune er der absolut flest spilleautomater i hele Danmark - målt på indbyggertal. Om der så også er flere, der scorer den store gevinst i Struer, ja, det skal være usagt......;NORMAL
Vidste du, at de danske farvande gemmer på mere af vores fortid fra stenalderen end på land? Og skaber bedre bevaring end havene i resten af verden.;TEMA
Vidste du, at Karen Blixen havde en ret sej moster?Hun var den første kvinde på Folketingets talerstol i 1909. Men hvad sagde hun?Få svaret i aften kl. 21.00, når 'Historiequizzen' besøger Rungstedlund.;NORMAL
Vidste du, at når krisen kradser, så kradser skægget?Gå på digital opdagelse i vores Danmarkshistorie her.;TEMA
Vil du være med til et tankeeksperiment? ?? Små ting kan ændre historiens gang. Hvad nu hvis Alexander Fleming ikke havde lavet en fejl, så der kom bakterier i hans forsøg? Så var penicillinen ikke blevet opfundet. Hvad med dig? Fortæl os om en begivenhed, der har haft betydning for, hvor du er endt i dag:;TEMA
Ville du også gerne det?;NORMAL
Ville du også gerne have haft Beyoncé på Roskilde Festival? ??;NORMAL
Ville han få din stemme? :);NORMAL
Vindmøller har ry for at larme, men nu kan pensionerede vindmøller være med til at nedbringe støj.De første gamle vindmølle-vinger er ankommet til Aalborg, hvor de skal nedbrydes og bruges som støjskærme.;NORMAL
Vinteren fra sin smukkeste side. Tågen danser med solen ved Skansen på Tåsinge. Taget af Linda Wig Hansen.;NORMAL
Vores badmintondarling Viktor Axelsen bliver ved med at vinde! Først vandt han India Open, og nu er han sikkert videre fra første runde af Malaysia Open. Går han mon hele vejen igen?;NORMAL
Vores norske naboer vil lave verdens første skibs-tunnel.;NORMAL
Vær fræk og grib chancen, hvis den opstår. Sådan siger René Paulsen om at deltage på den omvendte jobmesse i Hedensted, som finder sted i dag.;NORMAL
Vært på Aftenshowet - DR1 Mikkel Fønsskov sprang forleden ud som frygtindgydende middelalderkriger - med blandet succes :D;NORMAL
Westminster Abbey huser en stor mindehøjtidelighed for ofrene for angrebet den 22. marts.;NORMAL
Yes!;NORMAL
Yndlingsbeskæftigelse: Sex og skuespil...I aften får Lærke besøg af skuespilleren Danica Curcic. Se med kl. 21.30.;NORMAL
Æggeblommer, øl og eddike. Nej, det er ikke en madopskrift men derimod remedier til et flot hår i 60'erne. Kan du huske andre gode husråd til et smukt udseende?;NORMAL
Åh nej ?? Fredag eftermiddag kørte en lastbil ind i en gågade i den svenske hovedstad, Stockholm. 4 mistede livet og 15 er såret. Vi svarer på nogle af jeres spørgsmål fra Instagram ????????;NORMAL
Åkirkeby havde været en oplagt hovedstad, hvis Danmark havde beholdt Skåne, Halland og Blekinge dengang i 1600-tallet.Byen ligger centralt, den har en lillebitte domkirke - og der er plads til at opføre de bygninger, en hovedstad har brug for, selv om et indbyggertal på 1,5 millioner mennesker måske ville være lidt for meget...Men hvis vi går fra tænk-nu-hvis til virkeligheden, så har vi faktisk haft en slags hovedstad i jernalderen, nemlig Sorte Muld ved Svaneke. Og i middelalderen havde Hammershus en vis tyngde i magtlaget. #endelafhistorien;TEMA
Aalborg-professoren stikker en advarsel i retning af ny teknologi, der kan løse en masse opgaver for os. Er du lige så bekymret som ham?;NORMAL
Årets Roskilde Festival bliver bla. med Savage Rose på plakaten – 43 år efter deres debut på festivalen i 1974.;NORMAL
Aarhus Banegård og Bruuns Galleri er afspærret efter et fjernvarmerør er sprunget. Masser af vand i dele af huset. Videoen herunder er optaget af en gæst i centret.Togtrafikken er ikke berørt.;NORMAL
Aarhus Universitetshospital har udviklet en ny meningitisvaccine, men den vil ikke blive en del af det danske børnevaccinationsprogram, før antallet af tilfælde begynder at stige, lyder det fra Sundhedsstyrelsen.;NORMAL
?? De smukke kirsebærtræer på Bispebjerg kirkegård står nu i næsten fuldt flor ??;NORMAL
