Stream Item Text;KAT
Hvem har lavet den, og til hvem og i hvilken anledning ?;ANDET
Hah What?! Det er det sgu sikker!!!;ANDET
Passer vel meget godt med ca 9 måneder efter Nytårsaften :D;ANDET
Nicolaj Goldermann HansenPeter McRobieCirkeline Tatiana Cindie Sørensen;ANDET
Udfaldet er da det samme om han bliver “tvunget” til der fordi han ikke har nosser nok til at sige stop eller om han gør det frivilligt..;ANDET
Din kæreste må være megastolt af dig.;ANDET
"""Jeg synes bare det er lidt sjovt, at jeg ikke kan se bagedysten""";ANDET
Det handler ikke om, hvad jeg, du eller fru Støjsender tror. Det handler om, hvad kommissionen mener. Iøvrigt tager du fejl. Fru Støjsender har ikke forlænget noget som helst. Det kan hun slet ikke. Hun har sendt en ansøgning til kommissionen. Så må vi se, hvad de siger til den.;ANDET
Bjarne Sandberg Det er der ikke noget unormalt i, når det handler om mordsager. Sagen om Marie Lock Hansen der blev myrdet i 1967, er stadig ikke tilgængelig for offentligheden. Det må jo næsten være fordi det er CIA, der står bag mordet på husmoderen?;ANDET
Charlotte Neckelmann så ville jeg skifte - Iøvrigt har jeg haft min siden 87 og så er der kommet en ny  til på halvdelen af praksisForstår ikke hvori det urimelige i mit skriv et - det er sgu sa nødvendigt med nuancer;ANDET
Volver! Den film er genial og med gode skuespillere! ????;ANDET
Jeg skal se med i hvert fald?????? Camilla Schwartz Nielsen;ANDET
Ahhh den ældste er ihvertfald en smule off ????;ANDET
Jakob Sandfeld Holst Nielsen;ANDET
Christina, Pernille, Morten ??;ANDET
"For mig har alle mine tatoveringer en betydning for mig er det min udsmykning ligesom nogen tager ""hat"" på for mig betyder de lige meget om jeg er 20 eller 50 jeg ser ikke ned på dem der ikke har hvorfor så se ned på os der har det vores krop vores valg";ANDET
seri drømmen er at møde hende på sletten!;ANDET
jeg tror mange tilsynesførende er konfliksky - og hvor skal man så anbringe disse unge, der laver balade. de ved jo at man ikke må røre dem og det spiller de på;ANDET
Camilla Marie Moth Mogensen;ANDET
kan jeg godt forstå, det er så lækkert når det trænger ud i kødet :D;ANDET
Thorolf Rønhede det er dig når du kommer med i det;ANDET
Adrian Sami Zieleskiewicz Steinway mig når du prøver at snakke seriøst til mig ????????;ANDET
Så må man melde afbud ????????;ANDET
Myndighederne må da sørge for, at papirarbejdet er i orden, så den slags møgsager ikke opstår.;ANDET
tak, men nej tak;ANDET
Det er lige mig. ????????;ANDET
Det er vist et spørgsmål om at træne nok op til det... ??;ANDET
Hvad er forskellen på en terrorist og et anden etnisk individ der viger sit liv til kriminalitet/gade skyderier.?Kan man ikke sætte disse bander på terrorlisten og derved bekæmpe dem på anden vis ind det er tilladt idag.?;ANDET
skal ske! Du har altid haft en god næse mate;ANDET
De får lavet er forsikrings og arbejds ordning, og så kører det forhåbentlig igen,...;ANDET
Ja der er ikke meget tilbage af det gamle socialliberale venstre.;ANDET
Så samt som det er sagt????;ANDET
Martin LarsenMathias Deulofeu Skøtt skal i med;ANDET
Rasmus 'Flemming' Hansen intet nyt der ??;ANDET
Enig. Hvis ikke det var fordi man ved, at der er valg til regionerne, når der er kommunevalg er det ikke til at se eller høre nogen steder. Og de helt unge, førstegangsvælgerne, ved det sikkert heller ikke med mindre de er ordentlig opdraget!;ANDET
Jeg er klar ????;ANDET
Det skal du da!!!! ??;ANDET
Jeg bader kun i fem minutter... x2 ?? men hey overvej hvor meget vi sparer på kød, ikk'? ????;ANDET
?? Hans Møller Kristensen, én ting er hvad man har, en anden ting er om jeg bruger mine plastikskåle. Det gør jeg én gang om året. Hårlak bruger jeg aldrig, jeg tjekker mine deodoranter omhyggeligt og jeg køber helst økologisk tøj. Jeg bliver dårlig af lugten af klor, så jeg går ikke i en svømmehal og har ikke klor/klorin i lejligheden. Med andre ord, så der må jeg skuffe dig. Jeg spiser i dag mere fisk end kød og jeg køber kun fisk der er MFC-mærket. Svinekød får jeg kun hvis de jeg besøger bruger svinekød.;ANDET
Det er altid så let når andre skal betale gildet og man ikke selv skal gøre arbejdet.;ANDET
Og det r virkeligt skønt for en gangs skyld at høre en mand sige sandheden om prostitution. Der er godt nok langt mellem snapsene i den her sump af iskold liberal ansvarsfraskrivelse.;ANDET
Nej men livet sker, og mange bruger også børnepenge på at betale FEKS medicin til deres bør  hvis de ikke kan få tilskud andre steder..på medicin til sig selv hvis man ikke kan få tilskud andre steder..på uforudsete regninger som ALLE får og andre nødvendige ting..så jeg syntes det er et brandfarligt emne at blande sig i hvis man ikke selv har børn..for ordet børnepenge er måske ikke det rigtige ord at bruge..for de bliver brugt som et boost for mange netop til at leve..som FEKS penge tilbage i skat også gør for mange..?? så skulle man også starte en debat om hvorvidt det er ok at indbetale for meget i skat med vilje for at sikre sig en opsparing udbetalt 1 gang om året..de er typisk ret høje for dem der gør det..ja de har arbejdet for deres penge og betalt skat..men børnefamilie knokler også en hvis ting ud af bukserne..??;ANDET
Nu er den der, erklærer sig skyldig jo Papadopoulos - ikke Manafort! Mnafort er til gengæld på fri fod mod en kaution på 10 millioner $ - hvilket vel siger noget om alvoren i anklagerne mod ham. Papadopoulos´ tilståelse bringer da absolut Trump´s kampagne ind i billedet!;ANDET
forældre bestemmer om deres børn skal døbes eller ej.. ikke barnet! men du er medlem af folkekirken det øjeblik du trækker vejret første gang.. så skal man melde sig ud hvis man ikke ønsker at være med...Det eneste sted det burde være sådan er organdonorregisteret!  (Og ja _ er med begge steder selv);ANDET
Nårrr! Gud ?? hahah, jeg gør det bare alligevel ????????;ANDET
Hvorfor bruger i jeres krudt på ham Tommy han ved jo ikke hvad han snakker om alligevel. ????;KLAGE
Da blir det mye grandiosa;ANDET
Jeg synes, det er omverden der lægger signaler i muslimsk brug af tørklæde, nærmere end muslimerne selv. Jeg har muslimske kolleger, og man skal lede længe efter bedre kolleger. Hvad betyder det så, at de har tørklæde på? Jeg har kors om halsen, og som kristen, er det en naturlig ting for mig at bære det, men det er tilsyneladende ikke noget problem. Husk næstekærlighed og tolerence.;ANDET
Jo jo Malik - man skal aldrig stole på anmelderne :) :D (overvej lige hvor godt Vinterbrødre blev anmeldt...);ANDET
Lasse Skrøder Weber Mads Staun;ANDET
Fint at de ejer 50% men det spækker nok ikke alverdens i deres kasse;ANDET
Altid det samme offerkort hver gang der prøves at lette afgiftstrykket! Jeg er selv både syg og arbejdsløs, men jeg glæder mig over at der gøres noget..håber på skattelettelser i næste omgang!;ANDET
Ledte sådan efter den den anden dag, GENIALT!!??;ANDET
Så cheesy!! Jeg er vild med det ????;ANDET
Sebastian Nord Hedemand ??;ANDET
Victoria os når vi diskutere i ap;ANDET
John Keez Madisa Kan du ikke hjælpe med at tagge Martin Jensen? ??;ANDET
Piotrek Kosik Maciek Ma?lak rozumiecie co??;ANDET
Ja da for imigranterne skal have det hele;ANDET
Kan desværre ikke høre lyden lige pt...;ANDET
Det kan jeg med mig Lasse!??;ANDET
Ja så har vi en kendis i opgangen;ANDET
Sarah, det siger vel mere om dig end det siger om mig ??;ANDET
Det er også vilkårene for alle andre, så drop det klyk. I får i forvejen væsentlig større løn end i er værd.;ANDET
Ja selvfølgelig er det en god ide. Og ikke bare en Go ide. Det burde skrives ind i loven omgående.;ANDET
Arvid Peter Heisel synes det har vi også. Vi forbyder ikke danskere omgang med flygtninge og vi lader ikke flygtninge sulte i dag.;ANDET
Sikke dog noget værre sludder!! Jeg hører til her lige så meget som du gør!! Hvad bilder du dig ind at sige sådan noget?!;ANDET
loool! de gør det igen????;ANDET
Det er uhyggeligt og skal stoppes omgående — sådanne bande—personager hører ikke til i Danmark??;ANDET
Og Frederikke og Line og Anne-Sophie;ANDET
Jeppe DrejerAndreas UhrenholdtMads Holst AndersenLasse FjordbakMads Dalgaard JensenJacob Jørgensen Hahaha;ANDET
Egon Mumm Brodersen du har ret olie betyder krig men for kurdere har med frihede at gor og ikke olie!!!;ANDET
Det er kun DBU der taber, håber det danske herre landshold følger med.;ANDET
Hvordan kan det være magtmisbrug, at den ansvarlige minister forsøger at standse en økonomisk støtte, som hun ikke finder lever op til formålet? Det undrer, at nogen kan støtte et projekt med 680.000 kroner. Et projekt gældende for mennesker på flugt beliggende i København. Det er mange penge til et særligt formål ingen kender virkningen af. Hvad får mødrehjælpen i støtte samt andre krisecentre i Danmark? Krisecentre, der lige så godt kan påtage sig opgaven for de udsatte kvinder.;ANDET
Simon Thomsen Lasse Kristensen Jeppe Otkjær Jacob Luckow This fucking guy! ??;ANDET
Men desværre er det mest kun på private arbejdspladser. I det offentlige ser man helst at de går fra lige så snart de kan??;ANDET
Flot, og god at fordybe sig i ?? Synes dog Johannes karakter er noget overdrevet og nok ikke så realistisk. Selvom Lars Mikkelsen spiller den udemærket! En så ustabil personlighed ville reelt aldrig være kandidat til biskopembede..... vel ?? Det håber jeg da ikke ????;ANDET
Kan man adoptere Kamma? ??;ANDET
Øøøøøøh den blev da indført i 1980, for at få glæde af aftensolen om sommeren....;ANDET
Marlene Sønderlund det er da nu i skal til Canada ????;ANDET
HAHAHAHA åh gud hvor jeg elsker det her program xDD;ANDET
Jeg så det igår;ANDET
Marie Louise Stenger Bjerrum ??;ANDET
Decentralisering virker kun hvis du producerer våben og dit land er under angreb - eneste tidspunkt decentraliseret produktion (og en udannelse er det samme) nogen sinde har virket - ever!;ANDET
Martin Kirchheiner vi kæmper absolut IKKE for et mekka af mangfoldighed..VI kæmper for danskheden..Du er en luv I fåreklæder;ANDET
Her Gitte Pedersen det var det her jeg snakkede om ????;ANDET
Martin Sørensen kunne ikke sige det bedre selv;ANDET
Haha Lea ?? dårlig humor....;ANDET
Delen med DBU som arbejdsgiver forhandler de ikke mere ...;ANDET
Hej DR2. Det ser ud, som om en af dine seneste opslag kan være spam. Du vil måske gerne slette det. Hvis din konto slår ting op uden din tilladelse, er der forskellige ting, du kan gøre. Her er en artikel i Hjælp, som kan være nyttig: https://www.facebook.com/help/217854714899185.;ANDET
Kenneth Kristensen Berth fra Dansk Folkeparti er dømt racist, og når man som ham mener man skal skyde efter flygtninge, så har man mistet enhver legitimitet som dansk politiker.;ANDET
Kæft hun er nuttet;ANDET
Tager da lige et kvick;ANDET
Dem der tier er medskyldige -///.   Alt deres ævl handler om ære -//.  Det høre ikke hjemme i Danmark ej heller burka og tørklæde -///  og man blir aldrig Dansk;ANDET
Har Seri set den 10 gange;ANDET
Hans Jørgen Hansen : Vi er nogle tilbage der tror på FN og NATO, og demokratiet. Det er ikke gratis. Det kræver man ind imellem viser vilje til at passe på den verden vi lever i Hvor kan skrive hvad vi mener på facebook !!!!!;ANDET
"Tove Ditlevsens smukke digt ""Så tag mit hjerte""ville være oplagt at spille her. Den er sat til musik af i hvert fald to komponister. Det ville være dejligt, hvis I kunne finde den i Hugo Alfvens smukke, smukke udgave. Den sang jeg til et vennepars bryllup, skønt det var svært at synge rent og klart når hjertet løb over af glæde og bevægelse for parret??";ANDET
Mogens Øgendahl mystisk  , for halvdelen af min familie kom til landet omkring år 1900 fra Tyskland og de har da assimileret sig totalt frivilligt , men de skulle have holdt fast på at det tyske kejserdømme også skulle til dk  ?? ordet i sig selv er da på INGEN måde negativt ladet . er da kun din fortolkning af det :);ANDET
Ja ligestilling er der ikke meget af i DBU;ANDET
hahaha jeg eeeelsker den hele.. Det er genialt!;ANDET
Catrine Dahlsgaard sidste ting for i dag?? men os hver dag??????;ANDET
Så skal der altså syres helt af!;ANDET
Islam og muslimske mænds ejerskab over kvinder er da langt stærkere end risikoen og angsten for D-vitaminmangel;ANDET
Hva pokker af det for noget Gir med den ene hånd - tager med den anden;ANDET
Michael Fevejle Christensen så det nu det sker;ANDET
Zenius Stensgaard Amandah Camille Munch det for loller det her;ANDET
Du har ikke rigtig meget valg mastercard og  american express    er ogs administeret af pbs som er ejet  af nets;ANDET
Det er ikke lønnen der er problemet i det her. Det er spørgsmålet om at DBU ikke ønsker at være arbejdsgivere når spillerne spiller for landsholdet.Det ville give DBU enorme udgifter til forsikringer osv til spillerne, penge der endnu ikke er i kvindefodbold. Kvinderne skal selvfølgelig aflønnes og have bonusser i forhold til opsvinget i kvindefodbold, noget som DBU også er klar til at give dem, som jeg har forstået det. Spillerne er ansat af deres klubber og ikke af DBU! Man skal ikke repræsentere sit land for økonomiens skyld!;ANDET
??????sådan mand. Burde høre noget mere morgenradio;ANDET
Hvornår starter den store pakkeleg igen??;ANDET
Coralie Cl Der skal kun to målinger til for at konstatere stigningen i CRP. Første gang, man går til lægen, hvor prøven tages for at be- eller afkræfte, at infektionen er bakteriel, og anden gang, hvor man kommer, fordi man har fået det værre (endnu). Jeg har selv prøvet det, dog heldigvis under fin lægevejledning. Tredje gang var tallet tårnhøjt.;ANDET
Hahaha, Lol ???? meld dig selv ??;ANDET
Sofie Agergaard Joudeh Anna Ahl El-aicha Tved Sascha Andersen Freja Bork;ANDET
Malene Nygaard Jensen ??;ANDET
Herlig serie! Jeg husker med nostalgi, at de skulle sejle over Storebælt. Det var så hyggeligt med det afbræk på turen mellem Sjælland og Fyn. ??;ANDET
Hjallerup er lige kommet med ????;ANDET
Kush Sejfuli.... lyt til det her. Det for sygt....;ANDET
Michelle Nelander , SPOT ON????????????;ANDET
Nåååå lille Madsen skal du blive hvor du hører hjemme buhuuuu nar;ANDET
Dur jo ikke, hvis man skal skal være 20, når man mentalt er 14 ??;ANDET
Tænker at man kan modspørge:kan vesterlændinge stoppe terror i de muslimske lande?har moderate danskere og andre europæere samt USA et ansvar?kan vold og ødelæggelse af :Irak, Syrien, Burma osv adskilles fra den danske /vestlige regering og den Gud de (ikke?)tror på?;ANDET
Ja, men pisse sjov????;ANDET
"Hvorfor tænker jeg på dig Lotte Wedel Lakjær og plukke huset, når jeg hører ordet ""diller"" ????";ANDET
"Vi er ikke alene;))";ANDET
Christoffer Vinther hvorfor tænker jeg på dig når jeg ser det her? hahaha;ANDET
Hahaha flækker ?? . Han er helt færdig bro.;ANDET
Jeg synes det passer meget godt ??;ANDET
DR Nyheder ja og det er så forkert. Me foreningen har holdt møde medsundhedstyrelsen da vi kæmper en kamp i danmark fordi det er registreret forkert. Du svømmee rundt i fejl. 14000 ca i danmark har postviralt træthedssyndrom og det er med 37% mindre livskvalitet end fejs kræft. Man burde måske tjekke facts som journalist og ikke kun et sted hvor der ofte er fejl??http://me-foreningen.dkDer er de korrekte facts og kilder med forskning. Din kilde har jo ingen links til at det der står er korrekt??;KLAGE
havde ikke set den før nu xD;ANDET
Mark Nielsen Kevin Mølholdt Kasper Nielsen Mads Nielsen;ANDET
"Johanne; klassens time er for længst afskaffet, det kan jo ikke rigtigt måles i diverse regneark og læringsplatforme??";ANDET
Det skal jeg så meget til!;ANDET
Ellers tak, jeg foretrækker at tegning foregår på papir ikke på kroppen??;ANDET
Ja Lars, det vil jeg faktisk også gerne vide!;ANDET
Hahah det er sku da mega sjovt!;ANDET
"Leon Sørensen kanske är så man borde ta sig en tur till Fyn ;)";ANDET
Lav noget som gør folk vil se det igen .;ANDET
Emma Vestergaard ja ellers har hun hørt Jesper synge den???????????;ANDET
Præcis! Skålen er næsten ren efter Michael har haft fingerne i den :D;ANDET
Ja det vil jeg enlig også gerne vide :'D;ANDET
Så havde jeg hørt rigtigt,- hvor sejt! ????;ANDET
Hvor tilmelder man sig ?;ANDET
Jeg kræver folkeafstemning om navngivning af statuen! Jeg stemmer for 'Den Betuttede Prinsgemal' eller 'Den Forlorne Konge'!;ANDET
Vi var også til Tønderfestival;ANDET
Nyrup nævnte ikke med et eneste ord skat og skattely. Det var overhovedet ikke det, hans pointe handlede om. Se venligst udsendelsen.;ANDET
Louise Rise Andersen ?? Kamma er tilbage!;ANDET
Super godt. Men hvorfor er der stadig rat i?;ANDET
Jeg synes at Martin Henriksen skulle til at klappe i.;ANDET
Har man stemmeret er det en pligt at stemme! Hvis man ikke stemmer, skal man ikke brokke sig på diverse sociale medier efterfølgende!;ANDET
Mathilde Milo Laursen kan godt se hvorfor du synes at det er så underholdene de Hahahaha;ANDET
"Selvfølgelig er dette enormt borgerligt hykleri, når alle ved at selvsamme politikere IKKE vil offentliggøre hvad de rager til sig via sponsorater, m.m. Akkurat som når private medier/firmaer, som gladelig modtager offentlig bistand i form af støtte, dækker sig ind under at være private....Det må da kaldes for hykleri og ""omvendt konkurrenceforvridning""  ift. både DR og andre offentlige virksomheder";ANDET
"Jens Ole Poulsen Prøv at skæve til Ærø Kommune, hvor man netop er ved at mødes på tværs af partifarverne. Et sted, hvor rent drikkevand kan blive et reelt problem.Så du tager helt klart fejl. Hvis blå/sorte vælgere ikke ønsker rent drikkevand, kunne du også skæve til de likes, der er i kommentarfeltet. Det vil være lidt svært at forestille sig, at det kun er ""økotosser"", som kommenterer.";ANDET
Annemette Rann til dine børn ??;ANDET
hvornår får vi en bonus, når vi bliver fyret. ja vi kunne også selv sige op og få en bonus. det synes jeg er retfærdig. nøj jeg glæder mig. knus og love.;ANDET
Christian: Der betales først skat af gevinst på aktier, når de sælges.;ANDET
Mona Khabir chok ????;ANDET
De er nok DF,er  Glistrup mente jo også man kunne nøjes med en telefonsvarer. De har endnu ikke kommet med en begrundelse for at vi skal nedlægge forsvaret.;ANDET
Det er såååå cute !!!;ANDET
Niels Viktor Faber Thers en af de bedre;ANDET
Så er det da lige ved at jeg skal melde mig ind i Radikale Venstre ??????;ANDET
Strammere? 100% stop for asyl, og hjælp KUN i næreområderne.;ANDET
Thomas Haugaard Jensen Det konventionelle landbrug bruger også sædskifte, husdyrgødning, byslam og nedmulder masser af halm og efterafgrøder - mens det økologiske er afhængig af husdyrgødning fra konventionelle landbrug!;ANDET
Emil Sonberg Christensen Frederik Bech Schröder Jakob Kristensen Victor Schønberg Michael Elgaard Larsen;ANDET
Oliver Toft, Anders Just Guldberg Kliver ????;ANDET
Det burde være forbudt med dobbelrmandat.;ANDET
Maria Simmelkjær Jungslund Mikkel Eldrup;ANDET
Susan Cramer-Larsen og Kenneth Bodie QuistLarsen...jeg synes den passer meget godt...;ANDET
Haha desværre ikke min søster, men kunne godt havet været?? det lyder som hende??????;ANDET
Ja, jeg er enig. Kvoteflygtninge er eksempelvis bhutanesiske hinduer, som flygtede til Nepal pga religiøs forfølgelse og nedslagtning  i Bhutan for mere end 20-25 år siden.  Der bor de og deres efterkommere nu i elendige skure og venter år efter år på et bedre liv. Kun få får lov til at arbejde udenfor lejren. Hvorfor skulle Danmark ikke kunne hjælpe nogle af disse mennesker ?;ANDET
Haha ?? det er et meget godt program ??;ANDET
Line Louise Jepsen Mette Svaneberg Pernille K. B. Henriksen Er det her mere vores stil?;ANDET
Naomi Mailyn Nielsen du er 100 Alberte;ANDET
Små sølle df-ere er sgu da altid hurtigt til at trække muslim-kortet.;ANDET
Tillykke Jørgen, vi nyder når du er på skærmen??. Bliv ved med det??;ANDET
Så tilmelder jeg dig! ??;ANDET
Louise Jensen - hvordan kan du vælge?;ANDET
Fyr den af på de bander og stress dem;ANDET
Det der, det er humor! ??????;ANDET
Michael Nielsen hvilke konsekvenser taler du om, for DF eller de politiker der frasiger sig ansvaret og lægger ansvaret hos andre eller....;ANDET
Vil du være sekretær i stedet for lærer???;ANDET
Det tyder vist på at han ikke har meget begreb om hvor pengene tjenes på LEGO;ANDET
nej problemer over det hele;ANDET
Dansk program?   Danskere? De holder ikke mere end en måned i et forhold også matcher de folk sammen  .  Det må være snyd, det program ??;ANDET
Anna Øxenhave elsker hende;ANDET
History repeats itself... :'(;ANDET
Men skriver alligevel til DR omkring Debatten d. 14.!;ANDET
Baseret på at vores retssamfund fungerer? Det virker fandme dumt.;ANDET
Du har haft det alt for vildt!! ??;ANDET
Jammere er ikke tilladt :-(;ANDET
Aung Myint Thu,Tim Arqe Trrans,Angunnguaq Aj Runihura Jeremiassen,Julie Gamze Belbek,;ANDET
De er en del af en kollektiv syg holdning ??;ANDET
Aha ha ha, er der en, der bruger 24NYT, som valid kilde.;ANDET
der er en fynbo der får en 30 m lang slange op i røven;ANDET
hvem kan dingle længst;ANDET
Jeg sad og spillede backgammon med en veninde, Melina Hansen. Vi  forstod i første omgang ikke at det var virkelighed. Vi fik et chok da det gik op for os. Husker at jeg ringede til min familie, jeg var sikker på at nu brød 3. Verdenskrig ud. Jeg blev vildt bange.;ANDET
"Også en god start på det ""nye"" job ????";ANDET
På arbejde havde lige sent de unge jeg var sammen med i skole/job og skulle rydde op efter deres morgen halløj. Inden jeg havde fri. Men havde tv tændt hele tiden pyhh en grim dag.;ANDET
Ej så godt. Så fik man lige den sang på hjernen igen;ANDET
Fanny Nedergaard OMG LULU hahaha;ANDET
Katrine Koch JacobsenSarah SchallsEbba Mathiesen  Bedste comeback til sidst ??;ANDET
Karina Porse Rasmussen kender du dem her?;ANDET
Christina Noor Friberg den tager vi med til godnat læsning i Lalandia og så får lige en god pædagogisk snak med vores unger ??;ANDET
Søren Margon SimonsenMette Koldby Vestergaard;ANDET
Flot, Mogens Jensen.Lidt amatøragtigt, Benny Engelbrecht;ANDET
Man har talt om at sætte alderen for stemmeretten ned til 16 år, men de er ikke i stand til at vurdere deres eget bedste, Hvorden hænger det sammen.;ANDET
Melanie Maharaj det er kun psykopater der siger det ??;ANDET
Det nye scoretrick hahahah;ANDET
Der er religionsfrihed, men der er også straffeloven...;ANDET
"Bente Dahl - Goddav Karl... ;-)";ANDET
Maiken Sø Nielsen. ??;ANDET
Det er lidt skræmmende ??;ANDET
"""...belønner"" hvad er det hun ikke fatter? Det er folks egne penge, det er ikke en belønning, at beholde sine egne penge!!!!! Hvor grotesk kan man være?";ANDET
Lene det skal vi have lært Naia! ????????;ANDET
Øøøh, hvad med dig selv egentlig...? I dare you ??;ANDET
Helene Maria Hansen hvad er det du ikke forstår, dette er IKKE et burka og niqab forbud, det er et generelt maskerings forbud der gælder alle. Ellers kunne venstre og la jo ikke æde den.;ANDET
Jeg havde en mistanke efter de sidste samtaler. Lad nu Prins Henrik være i fred både fra pressen og vi andre. Jeg hører til den glemte årgang, hvor man ikke sparker til en mand som ligger ned.;ANDET
"Berit Vestergaard: Måske du burde se indslaget - måske blev du klogere. ;-) Forskningsprojektet handler om, hvor vigtigt et godt sexliv er - f.eks. også for ens generelle helbred.";ANDET
Hihi har ingen penge;ANDET
Kæft han har haft det lågsus, techno på tønden og Johnny Reimer døbes hahaha;ANDET
Ja det kunne det nemlig ??;ANDET
Benjamin K. Skøtt Sander B. Nielsen Martin Kirkegaard Anna Christensen;ANDET
Det så rigtig elsker ham;ANDET
Ja, hun r mega nuttet;ANDET
10?!???? Ja, der skal selvfølgelig være nogle der trækker tallet opad ????;ANDET
Lise Ottosen ved du hvad definitionen af cringe er?... det der;ANDET
Der skal altid være to  tænk hvis der skete noget i den anden ende af gangen;ANDET
Man skulle tro folk ikke har læst artiklen - sigh. Ingen skal mobbes for deres seksualitet eller opleve chikane, men de andre unge er der fordi de oplever social kontrol - de har lært, at det er klamt at være homoseksuel. Krisecentrene er opmærksom på problemet og forsøger, at slå ned på det og det lykkedes dem, at skabe forståelse og venskaber. Krisecenterne efterspørger dog, at få mere viden.;ANDET
Skal se den fredag ??;ANDET
Morten kom ud og fortalte om dette opslag mens jeg var i bad ????;ANDET
Hej P4SjællandFørst: tak for topgod radio.Imorges interviewede i en holbækker der stiller op i Post DK rundt og nævnte desuden en række andre lokale ryttere, dog uden at nævne Mark Sehested Pedersen (fra Kalundborg). Mon ikke han synes det bliver sjovt at køre i mål på hjemmebane?Mvh Martin;ANDET
??????? ....???? ????? ?? ??? ???? ???????? ???? ???? ???? ??? ???? ?????? ???????? ??????? ?????? ????? ???? ????????? ....? ?????? ???? ????? .. ????? ?????? ????? ??? ????? ????? ??? ???? ???????? ??????;ANDET
Så der er tale om din egen mening, og ikke en andens?;ANDET
"Dennis Soerensen - Jeg går nu mere efter dine hykleriske fordomme overfor mennesker, som ikke lige har den ""korrekte"" etnicitet eller religion :D";ANDET
<3 Trump :-( Dr;ANDET
Det bedste er at få det monteret så det virker sammen med kørelys pris ca 1000kr kør forsigtig alle sammen;ANDET
Så slipper vi for at se, at det på uelegant vis er smækket op på væggen bag talerstolen? Det er bestemt pænere med fanen - og vi skal huske, at Pia og co ikke har patent på ejerskabet.;ANDET
Hvem er jeg så Jørgen eller nik?;ANDET
Vendsysselsværmet, og nu skal det være ikke kulfyret,;ANDET
Frederikke Louise Ravn JEG SKRIGER;ANDET
Allan If Jensen du fatter åbenbart intet, du må ikke gå med masker så man ikke kan genkende dig. Kan det virkeligt være så svært at forstå. Der her i Danmark åbenbart individer der ikke kan fatte.;ANDET
Jeg er meget bevidst om at alle skal dø, indtil videre har jeg snakket død og begravelse med mine forældre. Jeg skal også nok få det på min egen og få formidlet hvad jeg ønsker;ANDET
Det er næppe tilfældigt at fænomener som stenkast og løse hjulbolte kommer i bølger, det lader til at være modefænomener.Men løsningen er næppe at lade være med at fortælle om det.;ANDET
Annika Hansen Mari-louise Jensen, Frans er manden ??;ANDET
Jeg har fødselsdag ????;ANDET
Aleia Hypmøller jeg kan ikke se den for mange gange;ANDET
Fordi der er ændret i nogle af fagenes eksamensmetoder, så nettet skal hjælpe en med at lave en fyldestgørende analyse af eksempelvis en tekst. Hvordan skal man kunne det uden net?;ANDET
Jeg er lidt i tvivl. Synes den virker meget genkendelig fra andre serier i samme genre, men den får lige en chance.;ANDET
"""Jeg syntes godt nok den lukker meget varm luft ud""";ANDET
"Klaus Frimor nå  så er det sku da mærkeigt at jager glædeligt hvert år forsat skyder dem  FØJ siger jeg bare . men ok du mener vel at mennesket må godt . hvorfro piner du de fisk på dine billeder . for det dig til  at føle dig som en ""mand""?";ANDET
NEJ.... Det skal han da ihvertfald IKKE ??????;ANDET
""" det hele er blevet en vane for mig "" . Humlen i det hele. Vaner ændres kun  ved at ændre dem. Og selv små skridt, men  i den rigtige retning giver resultater. Tak til Christian.";ANDET
'Lad os undersøge'??  Så har de jo ikke lavet deres hjemmearbejde ????;ANDET
Ja, for søren Claus. Seriøst stor... Som en blåhval??;ANDET
Steffen Mortensen lad vær med at klippe græs nøgen ????;ANDET
Vi skal ud af EU, men end til da, etablere permanent grænsekontrol end  til EU selv lever op til Shengenaftalen med bevogtning af de ydre grænser.;ANDET
Det skulle man tro men det er de slet ikke;ANDET
Kenneth Lindbjerg Sperling enig;ANDET
Han kan jo spørge sin arbejdsgiver om hvorfor kvinderne ikke har oplyst ham om hvorfor de ikke kom i dag i stedet for at stille sig op som offer og tude;ANDET
Kasper Bech Skiveren ??;ANDET
"Majken Müller-Hansen kunne lære lidt ;)";ANDET
Ps i har indflydelse!!;ANDET
Casper Bonde det er fandeme stærkt!!! ??????????????;ANDET
Hahhaa årh hvor er hun sød;ANDET
Thea Dreier Tang fedt børneprogram;ANDET
Så håber jeg at de udryder mange herfra Danmark. Alt lortet vi har her i landet  Der ikke kan forstå at leve efter vore lorve og tro;ANDET
Flot spillet ???????????? Tillykke;ANDET
"Ham Martin har spist for meget flæskesteg og brun sovs. Kom videre din taber, hvornår er man blevet så idiotisk oppe i hovedet siden man kan tillade sig selv, at dømme folk udefra et stykke stof? Der er skuda også folk der ikke bryder sig om, at ""nogle"" vælger, at være tatoveret over hele kroppen, dukke op med hanekam, plus piercinger i læbe, øjenbryn, næse osv. Men de respektere i det mindste deres fucking valg!Sååå Martin, klap i - du undertrykker direkte rettigheden til frit at ytre sig ??";ANDET
Stort stort tillykke ???????? dansk når det er bedst ????????????????????????????????????????????????????????;ANDET
Ah så var d måske dem jeg hørte om...;ANDET
Der er intet demokratisk over den afstemning - men store dele af pøblen køber altid de der pseudo russsiske afstemninger;ANDET
har også hørt det kunne hjælpe med mælk ??????;ANDET
Det gør det nemlig ????;ANDET
Et lyspunkt vil være at den skingre kommentator ikke er med;ANDET
"Haha ""men det ville være for plat"" ??";ANDET
